"state","total_votes","rep_votes","dem_votes","third_votes","other_votes","year","county"
"Louisiana",8542,0.1133,0.1339,0.7528,0,1968,"plaquemines"
"Louisiana",7497,0.1134,0.4187,0.4679,0,1968,"pointe coupee"
"Louisiana",35231,0.2895,0.2496,0.4609,0,1968,"rapides"
"Louisiana",3771,0.1008,0.2424,0.6569,0,1968,"red river"
"Louisiana",6463,0.1595,0.1574,0.6831,0,1968,"richland"
"Louisiana",6810,0.1652,0.1702,0.6646,0,1968,"sabine"
"Louisiana",19027,0.1832,0.1306,0.6862,0,1968,"st. bernard"
"Louisiana",9128,0.1835,0.3363,0.4802,0,1968,"st. charles"
"Louisiana",3370,0.065,0.4009,0.5341,0,1968,"st. helena"
"Louisiana",6530,0.1191,0.4574,0.4234,0,1968,"st. james"
"Louisiana",7431,0.1265,0.4367,0.4368,0,1968,"st. john the baptist"
"Louisiana",25242,0.139,0.3595,0.5015,0,1968,"st. landry"
"Louisiana",9705,0.1674,0.3422,0.4904,0,1968,"st. martin"
"Louisiana",16659,0.2753,0.3189,0.4058,0,1968,"st. mary"
"Louisiana",20761,0.2334,0.2141,0.5525,0,1968,"st. tammany"
"Louisiana",20978,0.1386,0.2375,0.6239,0,1968,"tangipahoa"
"Louisiana",2638,0.1907,0.3203,0.489,0,1968,"tensas"
"Louisiana",18677,0.2792,0.2477,0.4731,0,1968,"terrebonne"
"Louisiana",6746,0.165,0.198,0.637,0,1968,"union"
"Louisiana",15208,0.2155,0.2503,0.5342,0,1968,"vermilion"
"Louisiana",8606,0.1829,0.1738,0.6433,0,1968,"vernon"
"Louisiana",15718,0.1078,0.1922,0.7,0,1968,"washington"
"Louisiana",14013,0.1781,0.2049,0.617,0,1968,"webster"
"Louisiana",5254,0.1273,0.3837,0.489,0,1968,"west baton rouge"
"Louisiana",4554,0.1285,0.0867,0.7848,0,1968,"west carroll"
"Louisiana",2672,0.1108,0.4876,0.4016,0,1968,"west feliciana"
"Louisiana",6295,0.1668,0.1954,0.6378,0,1968,"winn"
