office,state,year,district,redistrict_date,rep_votes,rep_candidate,rep_status,dem_votes,dem_candidate,dem_status,third_party,third_votes,third_candidate,third_status,other_votes,plurality_votes,plurality_party,pct_third,pct_rep,pct_dem
House,Texas,2004,District 24,20040101,"154,435","Marchant, Kenny E.",Challenger,"82,599","Page, Gary Robert",Challenger,Libertarian,"4,340","Lawrence, James W.",Challenger,N/A,"71,836",R,1.8,65.15,34.85
House,Texas,2002,District 24,20020101,"38,332","Ortega, Mike Rivera",Challenger,"73,002","Frost, Jonas Martin",Incumbent,N/A,N/A,N/A,N/A,"1,560","34,670",D,0,34.43,65.57
House,Texas,2010,District 25,20060101,"84,849","Campbell, Donna",Challenger,"99,967","Doggett, Lloyd",Incumbent,N/A,N/A,N/A,N/A,"4,431","15,118",D,0,45.91,54.09
House,Texas,2008,District 25,20060101,"88,693","Morovich, George L.",Challenger,"191,755","Doggett, Lloyd",Incumbent,N/A,N/A,N/A,N/A,"10,848","103,062",D,0,31.63,68.37
House,Texas,2006,District 25,20060101,"42,975","Rostig, Grant",Challenger,"109,911","Doggett, Lloyd",Incumbent,N/A,N/A,N/A,N/A,"10,538","66,936",D,0,28.11,71.89
House,Texas,2004,District 25,20040101,"49,252","Armendariz-Klein, Rebecca",Challenger,"108,309","Doggett, Lloyd",Incumbent,Libertarian,"2,656","Werner, James S.",Challenger,N/A,"59,057",D,1.66,31.26,68.74
House,Texas,2002,District 25,20020101,"50,041","Reiser, Tom",Challenger,"63,590","Bell, Chris",Challenger,N/A,N/A,N/A,N/A,"2,495","13,549",D,0,44.04,55.96
House,Texas,2010,District 26,20060101,"120,984","Burgess, Michael C.",Incumbent,"55,385","Durrance, Neil L.",Challenger,N/A,N/A,N/A,N/A,"4,062","65,599",R,0,68.6,31.4
House,Texas,2008,District 26,20060101,"195,181","Burgess, Michael C.",Incumbent,"118,167","Leach, Ken",Challenger,N/A,N/A,N/A,N/A,"11,028","77,014",R,0,62.29,37.71
House,Texas,2006,District 26,20060101,"94,219","Burgess, Michael C.",Incumbent,"58,271","Barnwell, Tim",Challenger,N/A,N/A,N/A,N/A,"3,993","35,948",R,0,61.79,38.21
House,Texas,2004,District 26,20040101,"180,519","Burgess, Michael C.",Incumbent,"89,809","Reyes, Lico",Challenger,Libertarian,"4,211","Gholston, James",Challenger,N/A,"90,710",R,1.53,66.78,33.22
House,Texas,2002,District 26,20020101,"123,195","Burgess, Michael C.",Challenger,"37,485","Lebon, Paul William",Challenger,N/A,N/A,N/A,N/A,"3,998","85,710",R,0,76.67,23.33
House,Texas,2010,District 27,20060101,"51,001","Farenthold, R. Blake",Challenger,"50,226","Ortiz, Solomon P.",Incumbent,N/A,N/A,N/A,N/A,"5,372",775,R,0,50.38,49.62
House,Texas,2008,District 27,20060101,"69,458","Vaden, William R.",Challenger,"104,864","Ortiz, Solomon P.",Incumbent,N/A,N/A,N/A,N/A,"6,629","35,406",D,0,39.84,60.16
House,Texas,2006,District 27,20060101,"42,538","Vaden, William R.",Challenger,"62,058","Ortiz, Solomon P.",Incumbent,N/A,N/A,N/A,N/A,"4,718","19,520",D,0,40.67,59.33
House,Texas,2004,District 27,20040101,"61,955","Vaden, William R.",Challenger,"112,081","Ortiz, Solomon P.",Incumbent,Libertarian,"3,500","Claytor, Christopher J.",Challenger,N/A,"50,126",D,1.97,35.6,64.4
House,Texas,2002,District 27,20020101,"41,004","Ahumada, Pat",Challenger,"68,559","Ortiz, Solomon P.",Incumbent,N/A,N/A,N/A,N/A,"2,646","27,555",D,0,37.43,62.57
House,Texas,2010,District 28,20060101,"46,740","Underwood, Bryan",Challenger,"62,773","Cuellar, Henry",Incumbent,N/A,N/A,N/A,N/A,"1,889","16,033",D,0,42.68,57.32
House,Texas,2008,District 28,20060101,"52,524","Fish, Jim",Challenger,"123,494","Cuellar, Henry",Incumbent,N/A,N/A,N/A,N/A,"3,722","70,970",D,0,29.84,70.16
House,Texas,2006,District 28,20060101,N/A,N/A,N/A,"68,372","Cuellar, Henry",Incumbent,N/A,N/A,N/A,N/A,"9,383","68,372",D,0,0,100
House,Texas,2004,District 28,20040101,"69,538","Hopson, James F.",Challenger,"106,323","Cuellar, Henry",Challenger,Libertarian,"4,305","Ashby, Ken",Challenger,N/A,"36,785",D,2.39,39.54,60.46
House,Texas,2002,District 28,20020101,"26,973","Perales, Gabriel Jr.",Challenger,"71,393","Rodriguez, Ciro D.",Incumbent,N/A,N/A,N/A,N/A,"2,054","44,420",D,0,27.42,72.58
House,Texas,2010,District 29,20060101,"22,825","Morales, Roy",Challenger,"43,257","Green, Gene",Incumbent,N/A,N/A,N/A,N/A,866,"20,432",D,0,34.54,65.46
House,Texas,2008,District 29,20060101,"25,512","Story, Eric",Challenger,"79,718","Green, Gene",Incumbent,N/A,N/A,N/A,N/A,"1,564","54,206",D,0,24.24,75.76
House,Texas,2006,District 29,20060101,"12,347","Story, Eric",Challenger,"37,174","Green, Gene",Incumbent,N/A,N/A,N/A,N/A,"1,029","24,827",D,0,24.93,75.07
House,Texas,2004,District 29,20040101,N/A,N/A,N/A,"78,256","Green, Gene",Incumbent,Libertarian,"4,868","Messina, Clifford Lee",Challenger,N/A,"73,388",D,5.86,0,100
House,Texas,2002,District 29,20020101,N/A,N/A,N/A,"55,760","Green, Gene",Incumbent,N/A,N/A,N/A,N/A,"2,833","55,760",D,0,0,100
House,Texas,2010,District 30,20060101,"24,668","Broden, Stephen E.",Challenger,"86,322","Johnson, Eddie B.",Incumbent,N/A,N/A,N/A,N/A,"2,988","61,654",D,0,22.23,77.77
House,Texas,2008,District 30,20060101,"32,361","Wood, Fred A.",Challenger,"168,249","Johnson, Eddie B.",Incumbent,N/A,N/A,N/A,N/A,"3,366","135,888",D,0,16.13,83.87
House,Texas,2006,District 30,20060101,"17,850","Aurbach, Wilson",Challenger,"81,348","Johnson, Eddie B.",Incumbent,N/A,N/A,N/A,N/A,"2,250","63,498",D,0,17.99,82.01
House,Texas,2004,District 30,20040101,N/A,N/A,N/A,"144,513","Johnson, Eddie B.",Incumbent,Libertarian,"10,821","Davis, John H.",Challenger,N/A,"133,692",D,6.97,0,100
House,Texas,2002,District 30,20020101,"28,981","Bush, Ron",Challenger,"88,980","Johnson, Eddie B.",Incumbent,N/A,N/A,N/A,N/A,"1,856","59,999",D,0,24.57,75.43
House,Texas,2010,District 31,20060101,"126,384","Carter, John",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"26,735","126,384",R,0,100,0
House,Texas,2008,District 31,20060101,"175,563","Carter, John",Incumbent,"106,559","Ruiz, Brian P.",Challenger,N/A,N/A,N/A,N/A,"9,182","69,004",R,0,62.23,37.77
House,Texas,2006,District 31,20060101,"90,869","Carter, John",Incumbent,"60,293","Harrell, Mary Beth",Challenger,N/A,N/A,N/A,N/A,"4,221","30,576",R,0,60.11,39.89
House,Texas,2004,District 31,20040101,"160,247","Carter, John",Incumbent,"80,292","Porter, Jon E.",Challenger,Libertarian,"6,888","Adams, Celeste",Challenger,N/A,"79,955",R,2.78,66.62,33.38
House,Texas,2002,District 31,20020101,"111,556","Carter, John",Challenger,"44,183","Bagley, David",Challenger,N/A,N/A,N/A,N/A,"5,745","67,373",R,0,71.63,28.37
House,Texas,2010,District 32,20060101,"79,433","Sessions, Pete",Incumbent,"44,258","Raggio, Grier",Challenger,N/A,N/A,N/A,N/A,"3,178","35,175",R,0,64.22,35.78
House,Texas,2008,District 32,20060101,"116,283","Sessions, Pete",Incumbent,"82,406","Roberson, Eric",Challenger,N/A,N/A,N/A,N/A,"4,421","33,877",R,0,58.53,41.47
House,Texas,2006,District 32,20060101,"71,461","Sessions, Pete",Incumbent,"52,269","Pryor, Will",Challenger,N/A,N/A,N/A,N/A,"2,922","19,192",R,0,57.76,42.24
House,Texas,2004,District 32,20040101,"109,859","Sessions, Pete",Incumbent,"89,030","Frost, Jonas Martin",Incumbent,Libertarian,"3,347","Needleman, Michael D.",Challenger,N/A,"20,829",R,1.65,55.24,44.76
House,Texas,2002,District 32,20020101,"100,226","Sessions, Pete",Incumbent,"44,886","Dixon, Pauline K.",Challenger,N/A,N/A,N/A,N/A,"2,790","55,340",R,0,69.07,30.93
House,Utah,2010,District 1,20020101,"135,247","Bishop, Robert",Incumbent,"46,765","Bowen, Morgan",Challenger,N/A,N/A,N/A,N/A,"13,450","88,482",R,0,74.31,25.69
House,Utah,2008,District 1,20020101,"196,799","Bishop, Robert",Incumbent,"92,469","Bowen, Morgan",Challenger,N/A,N/A,N/A,N/A,"14,177","104,330",R,0,68.03,31.97
House,Utah,2006,District 1,20020101,"112,546","Bishop, Robert",Incumbent,"57,922","Olsen, Steven",Challenger,N/A,N/A,N/A,N/A,"8,006","54,624",R,0,66.02,33.98
House,Utah,2004,District 1,20020101,"199,615","Bishop, Robert",Incumbent,"85,630","Thompson, Steve",Challenger,Constitution,"4,510","Johnston, Charles",Challenger,"4,206","113,985",R,1.53,69.98,30.02
House,Utah,2002,District 1,20020101,"109,265","Bishop, Robert",Challenger,"66,104","Thomas, Dave",Challenger,N/A,N/A,N/A,N/A,"4,043","43,161",R,0,62.31,37.69
House,Utah,2010,District 2,20020101,"116,001","Philpot, Morgan",Challenger,"127,151","Matheson, Jim",Incumbent,N/A,N/A,N/A,N/A,"8,695","11,150",D,0,47.71,52.29
House,Utah,2008,District 2,20020101,"120,083","Dew, Bill",Challenger,"220,666","Matheson, Jim",Incumbent,N/A,N/A,N/A,N/A,"7,576","100,583",D,0,35.24,64.76
House,Utah,2006,District 2,20020101,"84,234","Christensen, Lavar",Challenger,"133,231","Matheson, Jim",Incumbent,N/A,N/A,N/A,N/A,"8,353","48,997",D,0,38.73,61.27
House,Utah,2004,District 2,20020101,"147,778","Swallow, John",Challenger,"187,250","Matheson, Jim",Incumbent,Constitution,"3,541","Petersen, Jeremy Paul",Challenger,"3,399","39,472",D,1.04,44.11,55.89
House,Utah,2002,District 2,20020101,"109,123","Swallow, John",Challenger,"110,764","Matheson, Jim",Incumbent,N/A,N/A,N/A,N/A,"4,211","1,641",D,0,49.63,50.37
House,Utah,2010,District 3,20020101,"139,721","Chaffetz, Jason",Incumbent,"44,320","Hyer, Karen",Challenger,N/A,N/A,N/A,N/A,"9,145","95,401",R,0,75.92,24.08
House,Utah,2008,District 3,20020101,"187,035","Chaffetz, Jason",Challenger,"80,626","Spencer, Bennion L.",Challenger,N/A,N/A,N/A,N/A,"17,408","106,409",R,0,69.88,30.12
House,Utah,2006,District 3,20020101,"95,455","Cannon, Christopher B.",Incumbent,"53,330","Burridge, Christian",Challenger,N/A,N/A,N/A,N/A,"16,613","42,125",R,0,64.16,35.84
House,Utah,2004,District 3,20020101,"173,010","Cannon, Christopher B.",Incumbent,"88,748","Babka, Beau",Challenger,Constitution,"5,089","Winfield, Ronald G.",Challenger,"6,081","84,262",R,1.86,66.1,33.9
House,Utah,2002,District 3,20020101,"103,598","Cannon, Christopher B.",Incumbent,"44,533","Woodside, Nancy Jane",Challenger,N/A,N/A,N/A,N/A,"5,512","59,065",R,0,69.94,30.06
House,Virginia,2010,District 1,20020101,"135,564","Wittman, Robert J.",Incumbent,"73,824","Ball, Krystal M.",Challenger,N/A,N/A,N/A,N/A,"2,848","61,740",R,0,64.74,35.26
House,Virginia,2008,District 1,20020101,"203,839","Wittman, Robert J.",Incumbent,"150,432","Day, Bill S. Jr.",Challenger,N/A,N/A,N/A,N/A,"6,021","53,407",R,0,57.54,42.46
House,Virginia,2006,District 1,20020101,"143,889","Davis, Jo Ann",Incumbent,"81,083","O'Donnell, Shawn M.",Challenger,N/A,N/A,N/A,N/A,"3,562","62,806",R,0,63.96,36.04
House,Virginia,2004,District 1,20020101,"225,071","Davis, Jo Ann",Incumbent,N/A,N/A,N/A,Independent,"57,434","Lee, William A.",Challenger,"4,029","167,637",R,20.04,100,0
House,Virginia,2002,District 1,20020101,"113,168","Davis, Jo Ann",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4,829","113,168",R,0,100,0
House,Virginia,2010,District 2,20020101,"88,340","Rigell, E. Scott",Challenger,"70,591","Nye, Glenn C.",Incumbent,N/A,N/A,N/A,N/A,"7,358","17,749",R,0,55.58,44.42
House,Virginia,2008,District 2,20020101,"128,486","Drake, Thelma D.",Incumbent,"141,857","Nye, Glenn C.",Challenger,N/A,N/A,N/A,N/A,368,"13,371",D,0,47.53,52.47
House,Virginia,2006,District 2,20020101,"88,777","Drake, Thelma D.",Incumbent,"83,901","Kellam, Philip J.",Challenger,N/A,N/A,N/A,N/A,481,"4,876",R,0,51.41,48.59
House,Virginia,2004,District 2,20020101,"132,946","Drake, Thelma D.",Challenger,"108,180","Ashe, David B.",Challenger,Write-in,254,"Other/Unknown, NULL",Challenger,N/A,"24,766",R,0.11,55.14,44.86
House,Virginia,2002,District 2,20020101,"103,807","Schrock, Edward L.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"21,039","103,807",R,0,100,0
House,Virginia,2010,District 3,20020101,"44,553","Smith, C. L.",Challenger,"114,754","Scott, Robert C.",Incumbent,N/A,N/A,N/A,N/A,"4,593","70,201",D,0,27.97,72.03
House,Virginia,2008,District 3,20020101,N/A,N/A,N/A,"239,911","Scott, Robert C.",Incumbent,N/A,N/A,N/A,N/A,"7,377","239,911",D,0,0,100
House,Virginia,2006,District 3,20020101,N/A,N/A,N/A,"133,546","Scott, Robert C.",Incumbent,N/A,N/A,N/A,N/A,"5,448","133,546",D,0,0,100
House,Virginia,2004,District 3,20020101,"70,194","Sears, Winsome Earle",Challenger,"159,373","Scott, Robert C.",Incumbent,Write-in,325,"Other/Unknown, NULL",Challenger,N/A,"89,179",D,0.14,30.58,69.42
House,Virginia,2002,District 3,20020101,N/A,N/A,N/A,"87,521","Scott, Robert C.",Incumbent,N/A,N/A,N/A,N/A,"3,552","87,521",D,0,0,100
House,Virginia,2010,District 4,20020101,"123,659","Forbes, J. Randy",Incumbent,"74,298","Legrow, Wynne V.E.",Challenger,N/A,N/A,N/A,N/A,432,"49,361",R,0,62.47,37.53
House,Virginia,2008,District 4,20020101,"199,075","Forbes, J. Randy",Incumbent,"135,041","Miller, Andrea R.",Challenger,N/A,N/A,N/A,N/A,405,"64,034",R,0,59.58,40.42
House,Virginia,2006,District 4,20020101,"150,967","Forbes, J. Randy",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"47,373","150,967",R,0,100,0
House,Virginia,2004,District 4,20020101,"182,444","Forbes, J. Randy",Incumbent,"100,413","Menefee, Jonathan R.",Challenger,Write-in,170,"Other/Unknown, NULL",Challenger,N/A,"82,031",R,0.06,64.5,35.5
House,Virginia,2002,District 4,20020101,"108,733","Forbes, J. Randy",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,308","108,733",R,0,100,0
House,Virginia,2010,District 5,20020101,"119,560","Hurt, Robert",Challenger,"110,562","Perriello, Tom S.P.",Incumbent,N/A,N/A,N/A,N/A,"5,177","8,998",R,0,51.96,48.04
House,Virginia,2008,District 5,20020101,"158,083","Goode, Virgil H. Jr.",Incumbent,"158,810","Perriello, Tom S.P.",Challenger,N/A,N/A,N/A,N/A,183,727,D,0,49.89,50.11
House,Virginia,2006,District 5,20020101,"125,370","Goode, Virgil H. Jr.",Incumbent,"84,682","Weed, Al C. II",Challenger,N/A,N/A,N/A,N/A,"2,027","40,688",R,0,59.69,40.31
House,Virginia,2004,District 5,20020101,"172,431","Goode, Virgil H. Jr.",Incumbent,"98,237","Weed, Albert C.",Challenger,Write-in,90,"Other/Unknown, NULL",Challenger,N/A,"74,194",R,0.03,63.71,36.29
House,Virginia,2002,District 5,20020101,"95,360","Goode, Virgil H. Jr.",Incumbent,"54,805","Richards, Meredith M.",Challenger,N/A,N/A,N/A,N/A,68,"40,555",R,0,63.5,36.5
House,Virginia,2010,District 6,20020101,"127,487","Goodlatte, Robert W.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"39,667","127,487",R,0,100,0
House,Virginia,2008,District 6,20020101,"192,350","Goodlatte, Robert W.",Incumbent,"114,367","Rasoul, S. Sam",Challenger,N/A,N/A,N/A,N/A,"5,675","77,983",R,0,62.71,37.29
House,Virginia,2006,District 6,20020101,"153,187","Goodlatte, Robert W.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"50,808","153,187",R,0,100,0
House,Virginia,2004,District 6,20020101,"206,560","Goodlatte, Robert W.",Incumbent,N/A,N/A,N/A,Write-in,"7,088","Other/Unknown, NULL",Challenger,N/A,"199,472",R,3.32,100,0
House,Virginia,2002,District 6,20020101,"105,530","Goodlatte, Robert W.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3,202","105,530",R,0,100,0
House,Virginia,2010,District 7,20020101,"138,209","Cantor, Eric I.",Incumbent,"79,616","Waugh, Rick E. Jr.",Challenger,N/A,N/A,N/A,N/A,"15,577","58,593",R,0,63.45,36.55
House,Virginia,2008,District 7,20020101,"233,531","Cantor, Eric I.",Incumbent,"138,123","Hartke, Anita",Challenger,N/A,N/A,N/A,N/A,683,"95,408",R,0,62.84,37.16
House,Virginia,2006,District 7,20020101,"163,706","Cantor, Eric I.",Incumbent,"88,206","Nachman, James M.",Challenger,N/A,N/A,N/A,N/A,"4,485","75,500",R,0,64.99,35.01
House,Virginia,2004,District 7,20020101,"230,765","Cantor, Eric I.",Incumbent,N/A,N/A,N/A,Independent,"74,325","Blanton, W. Brad",Challenger,568,"156,440",R,24.32,100,0
House,Virginia,2002,District 7,20020101,"113,658","Cantor, Eric I.",Incumbent,"49,854","Jones, Ben L.",Challenger,N/A,N/A,N/A,N/A,153,"63,804",R,0,69.51,30.49
House,Virginia,2010,District 8,20020101,"71,145","Murray, J. Patrick",Challenger,"116,404","Moran, James P. Jr.",Incumbent,N/A,N/A,N/A,N/A,"3,199","45,259",D,0,37.93,62.07
House,Virginia,2008,District 8,20020101,"97,425","Ellmore, Mark W.",Challenger,"222,986","Moran, James P. Jr.",Incumbent,N/A,N/A,N/A,N/A,"7,786","125,561",D,0,30.41,69.59
House,Virginia,2006,District 8,20020101,"66,639","O'Donoghue, Tom M.",Challenger,"144,700","Moran, James P. Jr.",Incumbent,N/A,N/A,N/A,N/A,"6,570","78,061",D,0,31.53,68.47
House,Virginia,2004,District 8,20020101,"106,231","Cheney, Lisa Marie",Challenger,"171,986","Moran, James P. Jr.",Incumbent,Independent,"9,004","Hurysz, James T.",Challenger,698,"65,755",D,3.13,38.18,61.82
House,Virginia,2002,District 8,20020101,"64,121","Tate, Scott C.",Challenger,"102,759","Moran, James P. Jr.",Incumbent,N/A,N/A,N/A,N/A,"4,919","38,638",D,0,38.42,61.58
House,Virginia,2010,District 9,20020101,"95,726","Griffith, H. Morgan",Challenger,"86,743","Boucher, Frederick C.",Incumbent,N/A,N/A,N/A,N/A,"4,448","8,983",R,0,52.46,47.54
House,Virginia,2008,District 9,20020101,N/A,N/A,N/A,"207,306","Boucher, Frederick C.",Incumbent,N/A,N/A,N/A,N/A,"6,264","207,306",D,0,0,100
House,Virginia,2006,District 9,20020101,"61,574","Carrico, C.W.",Challenger,"129,705","Boucher, Frederick C.",Incumbent,N/A,N/A,N/A,N/A,136,"68,131",D,0,32.19,67.81
House,Virginia,2004,District 9,20020101,"98,499","Triplett, Kevin R.",Challenger,"150,039","Boucher, Frederick C.",Incumbent,Independent,"4,341","Davis, Seth A.",Challenger,68,"51,540",D,1.72,39.63,60.37
House,Virginia,2002,District 9,20020101,"52,076","Katzen, Jay K.",Challenger,"100,075","Boucher, Frederick C.",Incumbent,N/A,N/A,N/A,N/A,32,"47,999",D,0,34.23,65.77
House,Virginia,2010,District 10,20020101,"131,116","Wolf, Frank R.",Incumbent,"72,604","Barnett, Jeffery R.",Challenger,N/A,N/A,N/A,N/A,"4,836","58,512",R,0,64.36,35.64
House,Virginia,2008,District 10,20020101,"223,140","Wolf, Frank R.",Incumbent,"147,357","Feder, Judy M.",Challenger,N/A,N/A,N/A,N/A,"8,983","75,783",R,0,60.23,39.77
House,Virginia,2006,District 10,20020101,"138,213","Wolf, Frank R.",Incumbent,"98,769","Feder, Judy M.",Challenger,N/A,N/A,N/A,N/A,"4,152","39,444",R,0,58.32,41.68
House,Virginia,2004,District 10,20020101,"205,982","Wolf, Frank R.",Incumbent,"116,654","Socas, James R.",Challenger,Write-in,375,"Other/Unknown, NULL",Challenger,N/A,"89,328",R,0.12,63.84,36.16
House,Virginia,2002,District 10,20020101,"115,917","Wolf, Frank R.",Incumbent,"45,464","Stevens, John B. Jr.",Challenger,N/A,N/A,N/A,N/A,234,"70,453",R,0,71.83,28.17
House,Virginia,2010,District 11,20020101,"110,739","Fimian, Keith S.",Challenger,"111,720","Connolly, Gerald E.",Incumbent,N/A,N/A,N/A,N/A,"4,492",981,D,0,49.78,50.22
House,Virginia,2008,District 11,20020101,"154,758","Fimian, Keith S.",Challenger,"196,598","Connolly, Gerald E.",Challenger,N/A,N/A,N/A,N/A,"8,135","41,840",D,0,44.05,55.95
House,Virginia,2006,District 11,20020101,"130,468","Davis, Thomas M. III",Incumbent,"102,511","Hurst, Andrew L.",Challenger,N/A,N/A,N/A,N/A,"2,301","27,957",R,0,56,44
House,Virginia,2004,District 11,20020101,"186,299","Davis, Thomas M. III",Incumbent,"118,305","Longmyer, Ken",Challenger,Independent,"4,338","Oddo, Joseph P.",Challenger,291,"67,994",R,1.4,61.16,38.84
House,Virginia,2002,District 11,20020101,"135,379","Davis, Thomas M. III",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"27,919","135,379",R,0,100,0
House,Washington,2010,District 1,20020101,"126,737","Watkins, James",Challenger,"172,642","Inslee, Jay",Incumbent,N/A,N/A,N/A,N/A,N/A,"45,905",D,0,42.33,57.67
House,Washington,2008,District 1,20020101,"111,240","Ishmael, Larry W.",Challenger,"233,780","Inslee, Jay",Incumbent,N/A,N/A,N/A,N/A,N/A,"122,540",D,0,32.24,67.76
House,Washington,2006,District 1,20020101,"78,105","Ishmael, Larry W.",Challenger,"163,832","Inslee, Jay",Incumbent,N/A,N/A,N/A,N/A,N/A,"85,727",D,0,32.28,67.72
House,Washington,2004,District 1,20020101,"117,850","Eastwood, Randy",Challenger,"204,121","Inslee, Jay",Incumbent,Libertarian,"5,798","Moore, Charles",Challenger,N/A,"86,271",D,1.77,36.6,63.4
House,Washington,2002,District 1,20020101,"84,696","Marine, Joe",Challenger,"114,087","Inslee, Jay",Incumbent,N/A,N/A,N/A,N/A,"6,251","29,391",D,0,42.61,57.39
House,Washington,2010,District 2,20020101,"148,722","Koster, John",Challenger,"155,241","Larsen, Rick",Incumbent,N/A,N/A,N/A,N/A,N/A,"6,519",D,0,48.93,51.07
House,Washington,2008,District 2,20020101,"131,051","Bart, Rick",Challenger,"217,416","Larsen, Rick",Incumbent,N/A,N/A,N/A,N/A,N/A,"86,365",D,0,37.61,62.39
House,Washington,2006,District 2,20020101,"87,730","Roulstone, Doug",Challenger,"157,064","Larsen, Rick",Incumbent,N/A,N/A,N/A,N/A,N/A,"69,334",D,0,35.84,64.16
House,Washington,2004,District 2,20020101,"106,333","Sinclair, Suzanne",Challenger,"202,383","Larsen, Rick",Incumbent,Libertarian,"7,966","Guthrie, Bruce",Challenger,N/A,"96,050",D,2.52,34.44,65.56
House,Washington,2002,District 2,20020101,"92,528","Smith, Norma",Challenger,"101,219","Larsen, Rick",Incumbent,N/A,N/A,N/A,N/A,"8,403","8,691",D,0,47.76,52.24
House,Washington,2010,District 3,20020101,"152,799","Herrera, Jaime",Challenger,"135,654","Heck, Denny",Challenger,N/A,N/A,N/A,N/A,N/A,"17,145",R,0,52.97,47.03
House,Washington,2008,District 3,20020101,"121,828","Delavar, Michael",Challenger,"216,701","Baird, Brian",Incumbent,N/A,N/A,N/A,N/A,N/A,"94,873",D,0,35.99,64.01
House,Washington,2006,District 3,20020101,"85,915","Messmore, Michael",Challenger,"147,065","Baird, Brian",Incumbent,N/A,N/A,N/A,N/A,N/A,"61,150",D,0,36.88,63.12
House,Washington,2004,District 3,20020101,"119,027","Crowson, Thomas A.",Challenger,"193,626","Baird, Brian",Incumbent,N/A,N/A,N/A,N/A,N/A,"74,599",D,0,38.07,61.93
House,Washington,2002,District 3,20020101,"74,065","Zarelli, Joseph",Challenger,"119,264","Baird, Brian",Incumbent,N/A,N/A,N/A,N/A,N/A,"45,199",D,0,38.31,61.69
House,Washington,2010,District 4,20020101,"156,726","Hastings, Richard",Incumbent,"74,973","Clough, Jay",Challenger,N/A,N/A,N/A,N/A,N/A,"81,753",R,0,67.64,32.36
House,Washington,2008,District 4,20020101,"169,940","Hastings, Richard",Incumbent,"99,430","Fearing, George",Challenger,N/A,N/A,N/A,N/A,N/A,"70,510",R,0,63.09,36.91
House,Washington,2006,District 4,20020101,"115,246","Hastings, Richard",Incumbent,"77,054","Wright, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,"38,192",R,0,59.93,40.07
House,Washington,2004,District 4,20020101,"154,627","Hastings, Richard",Incumbent,"92,486","Matheson, Sandra J.",Challenger,N/A,N/A,N/A,N/A,N/A,"62,141",R,0,62.57,37.43
House,Washington,2002,District 4,20020101,"108,257","Hastings, Richard",Incumbent,"53,572","Mason, Craig",Challenger,N/A,N/A,N/A,N/A,N/A,"54,685",R,0,66.9,33.1
House,Washington,2010,District 5,20020101,"177,235","McMorris, Cathy",Incumbent,"101,146","Romeyn, Daryl",Challenger,N/A,N/A,N/A,N/A,N/A,"76,089",R,0,63.67,36.33
House,Washington,2008,District 5,20020101,"211,305","McMorris, Cathy",Incumbent,"112,382","Mays, Mark",Challenger,N/A,N/A,N/A,N/A,N/A,"98,923",R,0,65.28,34.72
House,Washington,2006,District 5,20020101,"134,967","McMorris, Cathy",Incumbent,"104,357","Goldmark, Peter J.",Challenger,N/A,N/A,N/A,N/A,N/A,"30,610",R,0,56.4,43.6
House,Washington,2004,District 5,20020101,"179,600","McMorris, Cathy",Challenger,"121,333","Barbieri, Donald K.",Challenger,N/A,N/A,N/A,N/A,N/A,"58,267",R,0,59.68,40.32
House,Washington,2002,District 5,20020101,"126,757","Nethercutt, George R.",Incumbent,"65,146","Haggin, Bart",Challenger,N/A,N/A,N/A,N/A,"10,379","61,611",R,0,66.05,33.95
House,Washington,2010,District 6,20020101,"109,800","Cloud, Doug",Challenger,"151,873","Dicks, Norman D.",Incumbent,N/A,N/A,N/A,N/A,N/A,"42,073",D,0,41.96,58.04
House,Washington,2008,District 6,20020101,"102,081","Cloud, Doug",Challenger,"205,991","Dicks, Norman D.",Incumbent,N/A,N/A,N/A,N/A,N/A,"103,910",D,0,33.14,66.86
House,Washington,2006,District 6,20020101,"65,883","Cloud, Doug",Challenger,"158,202","Dicks, Norman D.",Incumbent,N/A,N/A,N/A,N/A,N/A,"92,319",D,0,29.4,70.6
House,Washington,2004,District 6,20020101,"91,228","Cloud, Doug",Challenger,"202,919","Dicks, Norman D.",Incumbent,N/A,N/A,N/A,N/A,N/A,"111,691",D,0,31.01,68.99
House,Washington,2002,District 6,20020101,"61,584","Lawrence, Bob",Challenger,"126,116","Dicks, Norman D.",Incumbent,N/A,N/A,N/A,N/A,"8,744","64,532",D,0,32.81,67.19
House,Washington,2010,District 7,20020101,N/A,N/A,N/A,"232,649","McDermott, James A.",Incumbent,N/A,N/A,N/A,N/A,"47,741","232,649",D,0,0,100
House,Washington,2008,District 7,20020101,"57,054","Beren, Steve",Challenger,"291,963","McDermott, James A.",Incumbent,N/A,N/A,N/A,N/A,N/A,"234,909",D,0,16.35,83.65
House,Washington,2006,District 7,20020101,"38,715","Beren, Steve",Challenger,"195,462","McDermott, James A.",Incumbent,N/A,N/A,N/A,N/A,"11,956","156,747",D,0,16.53,83.47
